feature,importance_mean,importance_std
model_year,1.9602255807875397,0.22243682746628407
weight,1.2690314111990384,0.15993301735710158
displacement,1.0962046775467702,0.17672307714306168
horsepower,0.684803456719589,0.10175363005430409
cylinders,0.5497931550468441,0.11845538640599942
acceleration,0.13889002713984802,0.03865578004306646
origin,0.10533884254202112,0.05119336654283088
